person_age,person_income,person_home_ownership,loan_intent,loan_grade,loan_amnt,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_int_rate,person_emp_length
35,39000,RENT,MEDICAL,B,10000,0,0.26,N,5,10.25,2.0
28,70000,MORTGAGE,EDUCATION,A,8000,0,0.11,N,5,6.62,7.0
34,70000,MORTGAGE,EDUCATION,E,22000,0,0.31,Y,8,19.909999999999997,6.000000000000001
34,39312,RENT,PERSONAL,D,10000,0,0.25,N,7,15.699999999999998,5.0
32,70000,MORTGAGE,PERSONAL,C,1800,0,0.03,Y,6,14.649999999999999,8.0
27,70000,MORTGAGE,HOMEIMPROVEMENT,A,5200,0,0.07,N,10,7.509999999999999,3.0000000000000004
30,70000,MORTGAGE,MEDICAL,B,31825,0,0.45,N,8,12.69,5.0
27,39996,RENT,PERSONAL,D,10000,0,0.25,Y,8,15.369999999999996,3.0000000000000004
29,70000,MORTGAGE,EDUCATION,C,6000,0,0.09,Y,7,14.27,11.0
27,40000,RENT,VENTURE,D,10000,0,0.25,N,7,15.371999999999998,4.0
35,70000,MORTGAGE,MEDICAL,B,12000,0,0.17,N,10,11.71,0.0
27,70000,MORTGAGE,VENTURE,B,12000,0,0.17,N,6,9.91,8.0
27,70000,MORTGAGE,DEBTCONSOLIDATION,C,5500,0,0.08,Y,10,13.49,1.0
31,70000,MORTGAGE,VENTURE,A,4500,0,0.06,N,8,7.9,11.0
30,70000,MORTGAGE,HOMEIMPROVEMENT,B,12800,0,0.18,N,7,11.068000000000001,6.000000000000001
28,70000,MORTGAGE,DEBTCONSOLIDATION,B,5000,0,0.07,N,8,11.71,4.0
28,40000,RENT,EDUCATION,B,10000,0,0.25,N,5,12.42,0.0
30,70000,MORTGAGE,EDUCATION,B,8000,0,0.11,N,5,9.91,14.0
30,40000,RENT,DEBTCONSOLIDATION,B,10000,0,0.25,N,5,10.65,11.0
28,70000,MORTGAGE,VENTURE,A,5600,0,0.08,N,5,6.62,2.0
27,34000,RENT,MEDICAL,D,10000,1,0.29,N,7,16.77,3.0000000000000004
34,70000,MORTGAGE,VENTURE,C,4600,0,0.07,N,7,14.789999999999997,5.0
29,70000,OWN,PERSONAL,D,25000,0,0.36,Y,9,15.619999999999997,13.0
27,34000,RENT,VENTURE,C,10000,1,0.29,N,10,13.49,3.0000000000000004
33,70000,MORTGAGE,DEBTCONSOLIDATION,A,3700,0,0.05,N,6,5.99,2.0
27,70000,MORTGAGE,PERSONAL,A,5600,0,0.08,N,7,5.42,11.0
28,70000,MORTGAGE,DEBTCONSOLIDATION,A,24000,0,0.34,N,5,5.99,5.800000000000001
33,70000,OWN,VENTURE,A,24000,0,0.34,N,6,7.49,17.0
29,70000,MORTGAGE,DEBTCONSOLIDATION,B,4200,0,0.06,N,9,10.99,6.000000000000001
35,70000,MORTGAGE,HOMEIMPROVEMENT,B,20000,0,0.29,N,10,11.49,14.0
30,70000,MORTGAGE,HOMEIMPROVEMENT,D,10000,0,0.14,Y,5,16.89,4.0
27,54400,MORTGAGE,MEDICAL,D,3000,1,0.05,Y,5,15.069999999999999,11.0
27,70000,MORTGAGE,PERSONAL,A,3000,0,0.04,N,7,5.42,11.0
32,70000,OWN,VENTURE,A,3000,0,0.04,N,5,7.49,12.000000000000002
33,34000,RENT,MEDICAL,D,10000,1,0.29,Y,8,15.329999999999998,4.0
34,70000,OWN,HOMEIMPROVEMENT,B,10000,0,0.14,N,9,10.99,0.0
27,40000,RENT,PERSONAL,D,10000,0,0.25,Y,6,15.679999999999998,4.0
27,40000,RENT,DEBTCONSOLIDATION,B,10000,0,0.25,N,5,11.36,10.0
29,70000,MORTGAGE,MEDICAL,A,10000,0,0.14,N,5,6.99,13.0
29,34000,RENT,DEBTCONSOLIDATION,B,10000,1,0.29,N,6,12.529999999999998,0.0
32,70000,MORTGAGE,PERSONAL,A,6000,0,0.09,N,6,5.42,7.0
27,34000,RENT,PERSONAL,D,10000,1,0.29,Y,5,15.369999999999996,0.0
28,70000,MORTGAGE,DEBTCONSOLIDATION,A,8000,0,0.11,N,9,8.49,3.0000000000000004
28,54400,MORTGAGE,MEDICAL,C,18000,1,0.28,Y,8,12.99,12.000000000000002
31,70000,MORTGAGE,MEDICAL,A,6000,0,0.09,N,7,7.49,9.0
27,70000,MORTGAGE,DEBTCONSOLIDATION,A,15000,0,0.21,N,8,7.49,5.0
29,70000,MORTGAGE,DEBTCONSOLIDATION,B,8500,0,0.12,N,10,11.14,9.0
27,70000,MORTGAGE,MEDICAL,B,33000,0,0.47,N,7,11.374,0.0
29,70000,MORTGAGE,DEBTCONSOLIDATION,B,20000,0,0.29,N,8,11.058,3.0000000000000004
31,40000,RENT,VENTURE,C,10000,0,0.25,N,5,11.410000000000002,2.0
27,40992,RENT,MEDICAL,C,10000,0,0.24,Y,6,14.27,0.0
32,70000,MORTGAGE,VENTURE,A,14000,0,0.2,N,10,7.49,5.0
28,70000,MORTGAGE,HOMEIMPROVEMENT,A,5000,0,0.07,N,7,6.99,13.0
34,41300,RENT,EDUCATION,C,10000,0,0.24,Y,6,13.479999999999999,18.0
27,41500,RENT,MEDICAL,C,10000,0,0.24,Y,6,11.09,0.0
29,70000,MORTGAGE,HOMEIMPROVEMENT,A,7000,0,0.1,N,10,7.660000000000001,12.000000000000002
29,70000,MORTGAGE,DEBTCONSOLIDATION,B,3000,0,0.04,N,9,9.629999999999999,5.0
27,54400,MORTGAGE,MEDICAL,D,15000,1,0.23,Y,9,15.65,3.6
34,70000,MORTGAGE,VENTURE,A,6000,0,0.09,N,6,6.6739999999999995,5.0
30,42000,RENT,MEDICAL,C,10000,0,0.24,N,9,16.11,4.0
32,70000,MORTGAGE,VENTURE,A,4000,0,0.06,N,5,5.79,3.0000000000000004
27,70000,MORTGAGE,DEBTCONSOLIDATION,A,25000,0,0.36,N,5,7.660000000000001,11.0
29,70000,MORTGAGE,EDUCATION,A,8000,0,0.11,N,9,7.648000000000001,0.0
31,54400,MORTGAGE,MEDICAL,D,27050,1,0.42,N,7,14.539999999999996,1.0
30,42000,RENT,VENTURE,A,10000,0,0.24,N,9,7.066,4.0
30,42000,RENT,MEDICAL,A,10000,0,0.24,N,7,7.48,2.0
27,42000,RENT,EDUCATION,A,10000,0,0.24,N,8,7.292000000000001,1.0
28,42000,RENT,EDUCATION,A,10000,0,0.24,N,9,9.32,12.000000000000002
28,42500,RENT,DEBTCONSOLIDATION,A,10000,0,0.24,N,6,7.88,2.0
27,43000,RENT,MEDICAL,B,10000,0,0.23,N,9,12.42,11.0
34,70000,MORTGAGE,PERSONAL,E,14000,0,0.2,N,6,16.4,14.0
28,70000,OWN,PERSONAL,D,25000,0,0.36,N,9,15.57,4.0
31,70000,MORTGAGE,MEDICAL,A,12000,0,0.17,N,7,6.91,4.0
31,70000,MORTGAGE,PERSONAL,A,8400,0,0.12,N,9,6.91,3.0000000000000004
27,70000,OWN,HOMEIMPROVEMENT,B,2250,0,0.03,N,7,10.36,2.0
27,70000,MORTGAGE,MEDICAL,A,1300,0,0.02,N,9,5.79,8.0
27,70000,MORTGAGE,DEBTCONSOLIDATION,A,1000,0,0.01,N,5,6.54,11.0
27,43080,RENT,PERSONAL,C,10000,0,0.23,N,9,13.98,7.0
34,70000,MORTGAGE,DEBTCONSOLIDATION,A,20000,0,0.29,N,5,6.54,13.0
27,43200,RENT,EDUCATION,A,10000,0,0.23,N,10,7.49,4.0
27,70000,MORTGAGE,HOMEIMPROVEMENT,D,8000,0,0.11,N,7,14.46,4.0
31,43288,RENT,MEDICAL,B,10000,0,0.23,N,5,10.74,7.0
31,70000,MORTGAGE,EDUCATION,A,4000,0,0.06,N,7,6.54,5.0
33,43337,RENT,PERSONAL,A,10000,0,0.23,N,6,6.92,17.0
29,70000,OWN,VENTURE,A,13000,0,0.19,N,8,6.91,13.0
30,70000,MORTGAGE,HOMEIMPROVEMENT,A,10200,0,0.15,N,8,6.91,6.000000000000001
27,44000,RENT,MEDICAL,D,10000,0,0.23,N,9,16.77,12.000000000000002
30,54400,MORTGAGE,MEDICAL,A,23500,1,0.37,N,7,6.91,3.0000000000000004
33,70000,MORTGAGE,HOMEIMPROVEMENT,C,14000,0,0.2,Y,10,12.61,0.0
35,44000,RENT,DEBTCONSOLIDATION,A,10000,0,0.23,N,6,6.54,8.0
35,38469,RENT,HOMEIMPROVEMENT,C,10000,1,0.26,Y,7,12.23,0.0
29,45000,RENT,VENTURE,B,10000,0,0.22,N,7,12.42,4.0
32,70000,MORTGAGE,HOMEIMPROVEMENT,A,9000,0,0.13,N,10,7.14,16.0
30,70000,MORTGAGE,PERSONAL,A,12250,0,0.17,N,6,7.509999999999999,15.0
30,45000,RENT,PERSONAL,A,10000,0,0.22,N,7,7.509999999999999,5.0
34,45000,RENT,VENTURE,B,10000,0,0.22,N,10,11.71,2.0
31,45000,RENT,EDUCATION,B,10000,0,0.22,N,5,10.65,4.0
28,64000,MORTGAGE,HOMEIMPROVEMENT,E,6000,1,0.09,Y,9,16.45,10.0
28,70000,MORTGAGE,MEDICAL,A,4000,0,0.06,N,8,6.39,7.0
28,45000,RENT,DEBTCONSOLIDATION,B,10000,0,0.22,N,6,9.91,1.0
32,70000,OWN,MEDICAL,A,14400,0,0.21,N,10,7.88,1.0
30,70000,MORTGAGE,DEBTCONSOLIDATION,B,10000,0,0.14,N,6,10.75,15.0
29,45000,RENT,MEDICAL,B,10000,0,0.22,N,5,10.512,7.0
29,70000,MORTGAGE,MEDICAL,B,4000,0,0.06,N,5,11.86,7.0
28,70000,OWN,VENTURE,B,8000,0,0.11,N,9,11.49,7.0
31,70000,MORTGAGE,PERSONAL,A,8000,0,0.11,N,5,7.88,3.0000000000000004
27,45000,RENT,EDUCATION,C,10000,0,0.22,N,9,12.548000000000002,1.0
33,54400,MORTGAGE,MEDICAL,B,5000,1,0.08,N,9,11.86,2.0
35,45000,RENT,VENTURE,B,10000,0,0.22,N,5,10.36,2.0
29,70000,MORTGAGE,EDUCATION,B,20000,0,0.29,N,10,9.88,1.0
28,70000,MORTGAGE,PERSONAL,A,3000,0,0.04,N,8,6.39,12.000000000000002
30,70000,MORTGAGE,HOMEIMPROVEMENT,C,15000,0,0.21,Y,6,12.73,0.0
28,39000,RENT,MEDICAL,D,10000,1,0.26,N,6,14.96,6.000000000000001
31,64000,MORTGAGE,DEBTCONSOLIDATION,B,25000,1,0.39,N,5,10.62,14.0
27,45000,RENT,DEBTCONSOLIDATION,A,10000,0,0.22,N,5,7.509999999999999,9.0
27,45000,RENT,MEDICAL,C,10000,0,0.22,Y,6,14.22,2.0
35,39000,RENT,MEDICAL,C,10000,1,0.26,N,6,13.16,2.0
30,70000,MORTGAGE,MEDICAL,A,6000,0,0.09,N,7,6.108,14.0
28,54400,MORTGAGE,MEDICAL,D,5000,1,0.08,N,8,16.07,6.000000000000001
29,39000,RENT,HOMEIMPROVEMENT,D,10000,1,0.26,Y,7,14.11,1.0
31,70000,MORTGAGE,MEDICAL,B,4625,0,0.07,N,6,10.62,2.0
31,70000,MORTGAGE,VENTURE,A,14000,0,0.2,N,10,7.88,16.0
32,70000,MORTGAGE,DEBTCONSOLIDATION,B,10000,0,0.14,N,5,9.88,7.0
35,70000,OWN,VENTURE,B,17000,0,0.24,N,6,9.88,6.000000000000001
30,64000,MORTGAGE,DEBTCONSOLIDATION,B,10000,1,0.16,N,8,10.25,4.0
30,45000,RENT,VENTURE,D,10000,0,0.22,N,9,13.359999999999998,4.0
27,54400,MORTGAGE,MEDICAL,D,11000,1,0.17,Y,10,15.329999999999998,11.0
29,70000,MORTGAGE,DEBTCONSOLIDATION,A,6500,0,0.09,N,9,7.88,13.0
29,70000,MORTGAGE,DEBTCONSOLIDATION,C,10000,0,0.14,N,7,13.85,5.0
27,45000,RENT,MEDICAL,B,10000,0,0.22,N,10,9.2,1.0
34,52800,RENT,DEBTCONSOLIDATION,B,4325,0,0.08,N,5,10.75,2.0
33,70000,MORTGAGE,DEBTCONSOLIDATION,C,3000,0,0.04,Y,9,13.57,0.0
31,64000,MORTGAGE,DEBTCONSOLIDATION,C,5100,1,0.08,N,10,13.22,4.0
34,10380,RENT,VENTURE,C,4250,1,0.41,Y,5,12.68,1.2000000000000002
28,35000,RENT,VENTURE,F,4250,0,0.12,N,6,16.96,5.0
34,70000,MORTGAGE,PERSONAL,A,4000,0,0.06,N,5,7.74,16.0
28,10800,RENT,DEBTCONSOLIDATION,B,4200,1,0.39,N,5,11.83,0.0
31,14400,RENT,DEBTCONSOLIDATION,C,4200,1,0.29,Y,8,14.17,0.0
27,70000,MORTGAGE,VENTURE,D,8000,0,0.11,N,10,16.0,7.0
33,70000,MORTGAGE,PERSONAL,C,5600,0,0.08,Y,8,13.57,0.0
28,70000,MORTGAGE,HOMEIMPROVEMENT,B,20000,0,0.29,N,6,12.18,4.0
30,39600,RENT,DEBTCONSOLIDATION,F,10000,1,0.25,Y,10,20.89,4.0
31,70000,MORTGAGE,EDUCATION,A,2000,0,0.03,N,7,7.4,11.0
29,70000,OTHER,PERSONAL,B,5000,0,0.07,N,6,11.14,1.0
28,70000,MORTGAGE,VENTURE,E,15000,0,0.21,N,7,16.0,11.0
27,64000,MORTGAGE,EDUCATION,B,6000,1,0.09,N,6,11.352000000000002,12.000000000000002
27,45996,RENT,VENTURE,C,10000,0,0.22,Y,5,13.43,3.0000000000000004
32,46000,RENT,PERSONAL,B,10000,0,0.22,N,7,10.59,16.0
35,46000,RENT,MEDICAL,E,10000,0,0.22,N,5,17.139999999999997,3.0000000000000004
31,46000,RENT,MEDICAL,A,10000,0,0.22,N,7,7.509999999999999,0.0
29,40000,RENT,HOMEIMPROVEMENT,C,10000,1,0.25,N,7,13.16,1.0
27,46000,RENT,VENTURE,A,10000,0,0.22,N,7,9.32,1.0
27,70000,OWN,PERSONAL,C,15000,0,0.21,N,10,12.84,0.0
28,30000,RENT,VENTURE,C,4200,0,0.14,Y,7,15.23,6.000000000000001
34,30000,RENT,VENTURE,A,4200,0,0.14,N,5,5.79,5.0
33,70000,MORTGAGE,VENTURE,C,20000,0,0.29,Y,7,12.84,3.0000000000000004
27,30000,RENT,VENTURE,B,4200,0,0.14,N,10,12.529999999999998,2.0
35,30996,RENT,EDUCATION,C,4200,0,0.14,Y,6,14.789999999999997,18.0
28,64000,OTHER,PERSONAL,A,15000,1,0.23,N,10,9.629999999999999,11.0
31,31500,RENT,MEDICAL,B,4200,0,0.13,N,7,9.99,2.0
27,32000,RENT,MEDICAL,A,4200,0,0.13,N,10,8.0,3.0000000000000004
28,33600,RENT,EDUCATION,B,4200,0,0.13,N,5,10.0,12.000000000000002
27,35000,RENT,PERSONAL,A,4200,0,0.12,N,5,7.680000000000001,3.0000000000000004
30,36000,RENT,EDUCATION,C,4200,0,0.12,Y,5,14.27,2.0
34,64000,MORTGAGE,PERSONAL,B,24000,1,0.38,N,7,10.71,13.0
28,70000,MORTGAGE,VENTURE,B,5275,0,0.08,N,5,10.542000000000002,0.0
28,70000,MORTGAGE,EDUCATION,A,5000,0,0.07,N,5,7.43,0.0
29,70008,MORTGAGE,MEDICAL,A,5000,0,0.07,N,5,5.99,8.0
30,40000,RENT,PERSONAL,C,4200,0,0.1,N,7,12.68,0.0
33,70116,MORTGAGE,PERSONAL,B,5000,0,0.07,N,6,11.71,6.8
28,40000,RENT,VENTURE,A,4200,0,0.1,N,5,7.509999999999999,2.0
32,70197,MORTGAGE,DEBTCONSOLIDATION,A,4100,0,0.06,N,6,7.509999999999999,9.0
27,70200,MORTGAGE,HOMEIMPROVEMENT,A,6000,0,0.09,N,5,7.29,9.0
28,70254,OWN,VENTURE,A,3500,0,0.05,N,9,6.62,12.000000000000002
28,70356,MORTGAGE,EDUCATION,B,6000,0,0.09,N,5,11.110000000000001,12.000000000000002
27,70392,MORTGAGE,VENTURE,B,1500,0,0.02,N,9,10.934,9.0
32,70400,MORTGAGE,PERSONAL,A,13000,0,0.18,N,9,7.88,3.0000000000000004
27,70400,MORTGAGE,PERSONAL,C,15000,0,0.21,Y,9,13.216000000000001,6.000000000000001
27,43200,RENT,MEDICAL,B,4200,0,0.1,N,6,10.74,4.0
32,64500,MORTGAGE,EDUCATION,C,19400,1,0.3,Y,10,13.11,3.0000000000000004
28,64500,MORTGAGE,VENTURE,C,4000,1,0.06,Y,8,13.79,1.0
27,48000,RENT,DEBTCONSOLIDATION,B,4200,0,0.09,N,5,10.74,4.0
34,70596,MORTGAGE,DEBTCONSOLIDATION,B,10000,0,0.14,N,9,11.26,18.0
33,70632,MORTGAGE,MEDICAL,B,1500,0,0.02,N,5,10.65,5.799999999999999
30,48500,RENT,MEDICAL,B,4200,0,0.09,N,7,11.48,0.0
32,52000,RENT,EDUCATION,A,4200,0,0.08,N,6,7.509999999999999,10.0
32,52000,RENT,EDUCATION,C,4200,0,0.08,Y,10,13.23,3.0000000000000004
28,70834,MORTGAGE,PERSONAL,B,20000,0,0.28,N,9,12.21,4.0
35,53000,RENT,HOMEIMPROVEMENT,B,4200,0,0.08,N,6,11.71,2.0
28,70900,MORTGAGE,EDUCATION,D,25000,0,0.35,Y,6,15.369999999999996,12.000000000000002
28,70920,MORTGAGE,PERSONAL,A,7600,0,0.11,N,9,6.029999999999999,12.000000000000002
32,53500,RENT,PERSONAL,C,4200,0,0.08,Y,10,13.98,1.0
29,54996,RENT,PERSONAL,E,4200,0,0.08,Y,10,15.95,6.000000000000001
29,55044,RENT,HOMEIMPROVEMENT,C,4200,0,0.08,Y,9,13.548,6.000000000000001
28,71000,MORTGAGE,PERSONAL,A,12000,0,0.17,N,9,8.49,4.0
30,50650,RENT,PERSONAL,B,4200,1,0.08,N,7,9.91,5.0
33,71000,MORTGAGE,MEDICAL,B,5300,0,0.07,N,7,11.49,4.0
32,71000,MORTGAGE,HOMEIMPROVEMENT,A,14000,0,0.2,N,8,6.99,10.0
31,60000,RENT,HOMEIMPROVEMENT,A,4200,0,0.07,N,10,8.49,4.0
29,60000,RENT,MEDICAL,A,4200,0,0.07,N,10,8.63,6.000000000000001
33,71000,MORTGAGE,HOMEIMPROVEMENT,A,10000,0,0.14,N,9,5.79,10.0
33,71000,MORTGAGE,EDUCATION,C,8000,0,0.11,Y,10,12.68,7.0
29,71000,MORTGAGE,HOMEIMPROVEMENT,C,11000,0,0.15,Y,6,13.43,4.0
28,71000,MORTGAGE,PERSONAL,B,20000,0,0.28,N,8,11.185999999999998,1.0
27,55512,RENT,MEDICAL,C,4200,1,0.08,Y,8,14.26,11.0
35,61600,RENT,MEDICAL,A,4200,0,0.07,N,9,7.29,4.0
32,65000,RENT,VENTURE,C,4200,0,0.06,N,10,14.789999999999997,2.0
29,71000,OWN,MEDICAL,A,14000,0,0.2,N,5,7.14,13.0
33,71000,MORTGAGE,PERSONAL,C,6000,0,0.08,Y,7,14.719999999999997,11.0
29,71000,MORTGAGE,DEBTCONSOLIDATION,A,4000,0,0.06,N,9,7.14,4.0
27,53550,RENT,MEDICAL,B,4200,1,0.07,N,8,11.99,3.0000000000000004
32,64000,RENT,EDUCATION,D,4200,1,0.07,Y,5,14.632000000000001,1.0
27,71000,RENT,DEBTCONSOLIDATION,B,4200,0,0.06,N,5,10.646000000000003,9.0
34,70000,RENT,EDUCATION,D,4200,1,0.06,N,6,14.61,1.0
30,85000,RENT,MEDICAL,A,4200,0,0.05,N,6,5.99,5.0
28,71000,MORTGAGE,VENTURE,B,9800,0,0.14,N,5,12.21,1.0
27,93000,RENT,PERSONAL,A,4200,0,0.05,N,6,5.42,11.0
29,25000,RENT,PERSONAL,B,4125,0,0.17,N,6,11.71,0.0
28,71007,MORTGAGE,EDUCATION,F,25000,0,0.35,N,7,18.62,4.0
34,59000,RENT,EDUCATION,D,4100,1,0.07,N,10,14.909999999999998,0.0
31,19200,RENT,MEDICAL,A,4075,1,0.21,N,6,8.32,0.0
27,71352,MORTGAGE,VENTURE,A,9000,0,0.13,N,6,6.54,3.0000000000000004
34,55000,RENT,EDUCATION,A,4050,0,0.07,N,9,7.852,5.0
27,71500,MORTGAGE,EDUCATION,A,15000,0,0.21,N,8,7.19,2.0
29,71500,MORTGAGE,DEBTCONSOLIDATION,B,6000,0,0.08,N,10,9.629999999999999,3.0000000000000004
28,71500,MORTGAGE,HOMEIMPROVEMENT,B,15000,0,0.21,N,7,11.49,13.0
35,71500,MORTGAGE,HOMEIMPROVEMENT,B,19200,0,0.27,N,6,10.99,1.0
28,12000,RENT,MEDICAL,B,4000,1,0.33,N,9,10.3,0.0
27,71700,MORTGAGE,HOMEIMPROVEMENT,C,9000,0,0.13,N,5,13.8,11.0
27,71738,MORTGAGE,EDUCATION,B,11500,0,0.16,N,9,9.629999999999999,4.0
31,47000,RENT,EDUCATION,B,10000,0,0.21,N,8,11.99,5.0
28,47200,RENT,PERSONAL,B,10000,0,0.21,N,8,9.99,3.0000000000000004
31,47500,RENT,MEDICAL,C,10000,0,0.21,N,10,15.959999999999999,2.0
27,72000,MORTGAGE,PERSONAL,D,22000,0,0.31,Y,6,17.58,9.0
31,66000,MORTGAGE,HOMEIMPROVEMENT,B,2400,1,0.04,N,5,9.91,11.0
28,41500,RENT,DEBTCONSOLIDATION,C,10000,1,0.24,Y,6,14.058,4.0
34,72000,OWN,MEDICAL,A,13150,0,0.18,N,10,6.029999999999999,2.0
29,47800,RENT,DEBTCONSOLIDATION,A,10000,0,0.21,N,5,7.49,4.0
34,72000,MORTGAGE,HOMEIMPROVEMENT,C,10000,0,0.14,Y,8,13.49,8.0
31,42000,RENT,EDUCATION,B,10000,1,0.24,N,5,11.71,4.0
27,72000,MORTGAGE,DEBTCONSOLIDATION,A,10000,0,0.14,N,7,7.9,9.0
28,72000,MORTGAGE,MEDICAL,A,4500,0,0.06,N,8,6.62,12.000000000000002
27,72000,MORTGAGE,MEDICAL,A,21100,0,0.29,N,8,8.9,2.0
30,66000,MORTGAGE,HOMEIMPROVEMENT,B,12000,1,0.18,N,6,11.71,2.0
29,48000,RENT,MEDICAL,C,10000,0,0.21,N,10,13.8,6.000000000000001
34,72000,MORTGAGE,VENTURE,B,5800,0,0.08,N,9,10.76,11.0
29,72000,MORTGAGE,MEDICAL,B,14000,0,0.19,N,7,10.65,3.0000000000000004
27,72000,MORTGAGE,MEDICAL,A,17000,0,0.24,N,6,6.029999999999999,6.000000000000001
29,42000,RENT,HOMEIMPROVEMENT,D,10000,1,0.24,Y,7,15.21,2.0
31,72000,MORTGAGE,MEDICAL,A,1900,0,0.03,N,6,7.509999999999999,15.0
27,72000,MORTGAGE,EDUCATION,C,15000,0,0.21,N,5,13.309999999999999,11.0
28,72000,MORTGAGE,EDUCATION,C,28000,0,0.39,N,10,15.959999999999999,3.0000000000000004
29,48000,RENT,PERSONAL,A,10000,0,0.21,N,7,7.509999999999999,13.0
27,72000,MORTGAGE,MEDICAL,A,6500,0,0.09,N,5,6.029999999999999,7.0
27,72000,OWN,MEDICAL,A,10000,0,0.14,N,9,6.62,2.0
27,72000,MORTGAGE,PERSONAL,B,14000,0,0.19,N,10,12.42,4.0
31,72000,MORTGAGE,HOMEIMPROVEMENT,A,9800,0,0.14,N,8,6.62,6.000000000000001
35,72000,MORTGAGE,HOMEIMPROVEMENT,A,12800,0,0.18,N,5,6.62,3.0000000000000004
29,48000,RENT,MEDICAL,B,10000,0,0.21,N,10,10.62,4.0
27,48000,RENT,MEDICAL,B,10000,0,0.21,N,6,10.62,0.0
28,48000,RENT,PERSONAL,C,10000,0,0.21,Y,9,13.479999999999999,8.0
27,72000,MORTGAGE,DEBTCONSOLIDATION,A,15000,0,0.21,N,5,5.42,3.0000000000000004
34,48000,RENT,PERSONAL,D,10000,0,0.21,Y,9,15.699999999999998,14.0
30,48000,RENT,VENTURE,C,10000,0,0.21,Y,8,12.87,3.0000000000000004
30,48000,RENT,EDUCATION,B,10000,0,0.21,N,9,12.18,1.0
30,72000,MORTGAGE,DEBTCONSOLIDATION,C,4800,0,0.07,Y,7,13.49,8.0
29,72000,MORTGAGE,EDUCATION,A,10800,0,0.15,N,8,6.99,6.000000000000001
30,72000,MORTGAGE,MEDICAL,A,14000,0,0.19,N,9,6.99,3.0000000000000004
27,72000,MORTGAGE,MEDICAL,C,9500,0,0.13,N,6,13.99,11.0
33,72000,MORTGAGE,PERSONAL,A,5000,0,0.07,N,5,6.99,11.8
31,72000,OWN,EDUCATION,A,16000,0,0.22,N,7,6.710000000000001,6.000000000000001
27,72000,OWN,EDUCATION,B,12000,0,0.17,N,9,9.99,2.0
30,72000,MORTGAGE,HOMEIMPROVEMENT,B,3000,0,0.04,N,9,9.99,14.0
33,72000,MORTGAGE,DEBTCONSOLIDATION,A,4250,0,0.06,N,5,5.42,6.000000000000001
28,48000,RENT,EDUCATION,B,10000,0,0.21,N,6,10.08,0.0
27,72000,MORTGAGE,MEDICAL,B,6150,0,0.09,N,5,11.217999999999998,11.0
29,72000,MORTGAGE,MEDICAL,B,12000,0,0.17,N,5,11.49,3.0000000000000004
29,72000,MORTGAGE,VENTURE,D,16800,0,0.23,N,9,15.619999999999997,6.000000000000001
28,56100,MORTGAGE,MEDICAL,A,10000,1,0.15,N,8,8.49,12.000000000000002
27,72000,MORTGAGE,DEBTCONSOLIDATION,B,10000,0,0.14,N,9,10.99,1.0
27,72000,MORTGAGE,PERSONAL,B,7000,0,0.1,N,8,11.49,11.0
31,72000,MORTGAGE,MEDICAL,A,7000,0,0.1,N,8,5.42,14.0
30,66000,MORTGAGE,EDUCATION,C,11200,1,0.17,N,9,13.49,14.0
30,72000,MORTGAGE,EDUCATION,C,9000,0,0.13,Y,10,15.23,14.0
27,49800,RENT,PERSONAL,B,10000,0,0.2,N,7,10.74,3.0000000000000004
35,72000,MORTGAGE,MEDICAL,B,15000,0,0.21,N,6,10.59,4.0
30,72000,MORTGAGE,VENTURE,B,6000,0,0.08,N,10,11.99,4.0
32,72000,MORTGAGE,DEBTCONSOLIDATION,A,24000,0,0.33,N,8,6.92,0.0
30,72000,MORTGAGE,MEDICAL,B,10000,0,0.14,N,7,10.0,12.000000000000002
29,72000,MORTGAGE,VENTURE,A,22100,0,0.31,N,5,7.29,13.0
35,50000,RENT,EDUCATION,B,10000,0,0.2,N,7,9.91,4.0
31,72000,MORTGAGE,VENTURE,A,5000,0,0.07,N,10,6.92,7.0
32,66000,MORTGAGE,DEBTCONSOLIDATION,D,2000,1,0.03,N,7,15.279999999999998,5.0
27,72000,MORTGAGE,EDUCATION,A,6000,0,0.08,N,10,5.42,6.000000000000001
30,72000,MORTGAGE,EDUCATION,C,9600,0,0.13,N,5,14.17,7.0
29,72000,MORTGAGE,MEDICAL,A,7400,0,0.1,N,8,5.42,13.0
28,72000,MORTGAGE,HOMEIMPROVEMENT,A,12000,0,0.17,N,7,6.92,5.0
27,44000,RENT,VENTURE,C,10000,1,0.23,Y,7,15.269999999999998,5.0
28,72000,OWN,MEDICAL,B,25000,0,0.35,N,8,11.110000000000001,6.000000000000001
31,50000,RENT,MEDICAL,B,10000,0,0.2,N,8,12.69,1.0
33,50000,RENT,PERSONAL,B,10000,0,0.2,N,8,11.49,3.0000000000000004
27,72000,MORTGAGE,MEDICAL,A,11500,0,0.16,N,10,6.91,5.0
27,72000,MORTGAGE,EDUCATION,B,2600,0,0.04,N,7,9.25,2.0
29,72000,MORTGAGE,PERSONAL,A,10000,0,0.14,N,10,6.17,5.0
28,50000,RENT,DEBTCONSOLIDATION,B,10000,0,0.2,N,8,10.74,12.000000000000002
30,50000,RENT,MEDICAL,C,10000,0,0.2,N,5,13.438000000000002,6.000000000000001
30,50000,RENT,HOMEIMPROVEMENT,B,10000,0,0.2,N,7,10.36,0.0
32,50000,RENT,DEBTCONSOLIDATION,B,10000,0,0.2,N,8,9.25,6.000000000000001
